Time,Hybrid,Classic
0.018909154220581054,0.0,1.0
0.019031333938598634,0.0,1.0
0.019310104721069334,0.0,1.0
0.019590862686157225,0.0,1.0
0.020016266876220705,0.0,1.0
0.020185351974487304,0.0,1.0
0.020319475402832028,0.0,1.0
0.02037431167602539,0.0,1.0
0.0205123097076416,0.0,1.0
0.020543211471557618,0.0,1.0
0.020552364028930663,0.0,1.0
0.020558801330566406,0.0,1.0
0.02060195509338379,0.0,1.0
0.020635380020141602,0.0,1.0
0.02063681053161621,0.0,1.0
0.020652784576416016,0.0,1.0
0.020679964294433594,0.0,1.0
0.020698991455078124,0.0,1.0
0.020717111267089843,0.0,1.0
0.020757404006958007,0.0,1.0
0.02077080177307129,0.0,1.0
0.020787444747924804,0.0,1.0
0.02079335888671875,0.0,1.0
0.02080694874572754,0.0,1.0
0.020826737487792967,0.0,1.0
0.02084943357849121,0.0,1.0
0.020854248275756836,0.0,1.0
0.02086722232055664,0.0,1.0
0.020870937576293942,0.0,1.0
0.0208793025970459,0.0,1.0
0.020882335342407226,0.0,1.0
0.020897163619995118,0.0,1.0
0.020897832550048828,0.0,1.0
0.020903316177368163,0.0,1.0
0.020918813385009765,0.0,1.0
0.02093502584838867,0.0,1.0
0.020950569381713868,0.0,1.0
0.0209683581237793,0.0,1.0
0.020969119705200195,0.0,1.0
0.020975318588256835,0.0,1.0
0.020976510681152343,0.0,1.0
0.02098199430847168,0.0,1.0
0.020986670028686524,0.0,1.0
0.020991577377319336,0.0,1.0
0.020993199981689453,0.0,1.0
0.020994868911743167,0.0,1.0
0.02100612091064453,0.0,1.0
0.021006597747802735,0.0,1.0
0.021016088165283206,0.0,1.0
0.021023002304077148,0.0,1.0
0.021025386489868167,0.0,1.0
0.021052804626464847,0.0,1.0
0.021056619323730468,0.0,1.0
0.021058572998046875,0.0,1.0
0.021060003509521485,0.0,1.0
0.021061910858154297,0.0,1.0
0.021064248718261718,0.0,1.0
0.02107044760131836,0.0,1.0
0.021098150482177735,0.0,1.0
0.02109834257507324,0.0,1.0
0.021101726760864258,0.0,1.0
0.021116939224243167,0.0,1.0
0.0211216612701416,0.0,1.0
0.021121978881835937,0.0,1.0
0.021124290664672852,0.0,1.0
0.021135204803466794,0.0,1.0
0.021139635314941407,0.0,1.0
0.021147933639526367,0.0,1.0
