/*********************************************
 * OPL 22.1.0.0 Data
 * Author: lorenzosciandra
 * Creation Date: 21 May 2022 at 11:49:17
 *********************************************/
n=76;
Cost=[[0.0, 1118.0, 3621.0, 3891.0, 5206.0, 4884.0, 4650.0, 4975.0, 6248.0, 6408.0, 8009.0, 7803.0, 8500.0, 8664.0, 9414.0, 9522.0, 9031.0, 9408.0, 6180.0, 5561.0, 3833.0, 3050.0, 1931.0, 4750.0, 4366.0, 6792.0, 7403.0, 8291.0, 7410.0, 6647.0, 6524.0, 8488.0, 8985.0, 10286.0, 9588.0, 9737.0, 9638.0, 11029.0, 11416.0, 11536.0, 12092.0, 9793.0, 9081.0, 8509.0, 7800.0, 6587.0, 9500.0, 9055.0, 11147.0, 11815.0, 12470.0, 11449.0, 10577.0, 10271.0, 12255.0, 12865.0, 13878.0, 12965.0, 12748.0, 12483.0, 14134.0, 14667.0, 15158.0, 15782.0, 14098.0, 13384.0, 13238.0, 12550.0, 11322.0, 16269.0, 17937.0, 18831.0, 18986.0, 10468.0, 3606.0, 3716.0, ]
[1118.0, 0.0, 2926.0, 3360.0, 4556.0, 4049.0, 3684.0, 3950.0, 5393.0, 5640.0, 7204.0, 6894.0, 7517.0, 7650.0, 8502.0, 8661.0, 8298.0, 8727.0, 5766.0, 5092.0, 4200.0, 3688.0, 2860.0, 5344.0, 4750.0, 6806.0, 7464.0, 8194.0, 7224.0, 6394.0, 6178.0, 8176.0, 8731.0, 9915.0, 9128.0, 9155.0, 9005.0, 10490.0, 10928.0, 11187.0, 11774.0, 9783.0, 9067.0, 8950.0, 8360.0, 7252.0, 10050.0, 9500.0, 11367.0, 12052.0, 12596.0, 11537.0, 10645.0, 10288.0, 12237.0, 12875.0, 13778.0, 12815.0, 12500.0, 12197.0, 13890.0, 14456.0, 15052.0, 15691.0, 14258.0, 13551.0, 13700.0, 13088.0, 11922.0, 16886.0, 17994.0, 18784.0, 18924.0, 9361.0, 3640.0, 3829.0, ]
[3621.0, 2926.0, 0.0, 700.0, 1629.0, 1368.0, 1628.0, 2193.0, 2700.0, 2789.0, 4398.0, 4307.0, 5168.0, 5441.0, 5900.0, 5941.0, 5413.0, 5814.0, 3002.0, 2290.0, 3572.0, 3963.0, 4209.0, 5022.0, 3991.0, 4750.0, 5450.0, 5818.0, 4740.0, 3842.0, 3489.0, 5464.0, 6082.0, 7110.0, 6256.0, 6231.0, 6080.0, 7574.0, 8032.0, 8390.0, 9003.0, 7501.0, 6807.0, 7748.0, 7536.0, 6850.0, 9081.0, 8271.0, 9500.0, 10200.0, 10496.0, 9391.0, 8485.0, 8041.0, 9876.0, 10551.0, 11264.0, 10240.0, 9801.0, 9458.0, 11183.0, 11783.0, 12514.0, 13170.0, 12193.0, 11513.0, 12346.0, 11958.0, 11012.0, 15891.0, 15687.0, 16304.0, 16420.0, 7865.0, 6471.0, 6690.0, ]
[3891.0, 3360.0, 700.0, 0.0, 1369.0, 1628.0, 2163.0, 2746.0, 2789.0, 2700.0, 4308.0, 4397.0, 5361.0, 5686.0, 5941.0, 5900.0, 5202.0, 5536.0, 2421.0, 1733.0, 3100.0, 3669.0, 4150.0, 4539.0, 3465.0, 4050.0, 4750.0, 5139.0, 4074.0, 3185.0, 2873.0, 4867.0, 5464.0, 6566.0, 5768.0, 5849.0, 5748.0, 7156.0, 7574.0, 7842.0, 8442.0, 6817.0, 6119.0, 7087.0, 6921.0, 6308.0, 8438.0, 7605.0, 8800.0, 9500.0, 9802.0, 8699.0, 7793.0, 7355.0, 9205.0, 9876.0, 10621.0, 9609.0, 9208.0, 8881.0, 10595.0, 11183.0, 11877.0, 12530.0, 11498.0, 10817.0, 11660.0, 11290.0, 10367.0, 15227.0, 15014.0, 15658.0, 15779.0, 8285.0, 6976.0, 7179.0, ]
[5206.0, 4556.0, 1629.0, 1369.0, 0.0, 1115.0, 2014.0, 2512.0, 1624.0, 1363.0, 2950.0, 3153.0, 4207.0, 4592.0, 4637.0, 4552.0, 3841.0, 4203.0, 1698.0, 1053.0, 4162.0, 4915.0, 5507.0, 5531.0, 4415.0, 4073.0, 4739.0, 4750.0, 3635.0, 2746.0, 2247.0, 4071.0, 4738.0, 5593.0, 4680.0, 4603.0, 4453.0, 5953.0, 6427.0, 6871.0, 7503.0, 6444.0, 5794.0, 7481.0, 7524.0, 7135.0, 8899.0, 7959.0, 8698.0, 9390.0, 9500.0, 8385.0, 7494.0, 6994.0, 8697.0, 9389.0, 9949.0, 8888.0, 8355.0, 7980.0, 9721.0, 10345.0, 11171.0, 11835.0, 11193.0, 10543.0, 11820.0, 11585.0, 10799.0, 15529.0, 14485.0, 14981.0, 15080.0, 7431.0, 8080.0, 8305.0, ]
[4884.0, 4049.0, 1368.0, 1628.0, 1115.0, 0.0, 906.0, 1401.0, 1364.0, 1625.0, 3155.0, 2950.0, 3804.0, 4092.0, 4553.0, 4638.0, 4281.0, 4763.0, 2811.0, 2162.0, 4726.0, 5264.0, 5576.0, 6159.0, 5072.0, 5138.0, 5816.0, 5865.0, 4750.0, 3860.0, 3360.0, 5137.0, 5815.0, 6567.0, 5591.0, 5343.0, 5107.0, 6727.0, 7259.0, 7835.0, 8480.0, 7558.0, 6909.0, 8460.0, 8412.0, 7891.0, 9856.0, 8954.0, 9801.0, 10494.0, 10615.0, 9500.0, 8608.0, 8108.0, 9800.0, 10494.0, 11019.0, 9947.0, 9368.0, 8974.0, 10720.0, 11357.0, 12230.0, 12895.0, 12308.0, 11658.0, 12881.0, 12607.0, 11772.0, 16554.0, 15579.0, 16041.0, 16134.0, 6665.0, 7379.0, 7625.0, ]
[4650.0, 3684.0, 1628.0, 2163.0, 2014.0, 906.0, 0.0, 583.0, 1860.0, 2343.0, 3697.0, 3228.0, 3850.0, 4031.0, 4827.0, 5033.0, 4912.0, 5449.0, 3712.0, 3050.0, 5197.0, 5561.0, 5645.0, 6647.0, 5602.0, 5972.0, 6659.0, 6760.0, 5645.0, 4750.0, 4261.0, 6039.0, 6720.0, 7438.0, 6439.0, 6114.0, 5836.0, 7504.0, 8062.0, 8698.0, 9349.0, 8455.0, 7800.0, 9205.0, 9081.0, 8457.0, 10577.0, 9712.0, 10668.0, 11364.0, 11509.0, 10394.0, 9500.0, 9005.0, 10706.0, 11399.0, 11921.0, 10845.0, 10250.0, 9849.0, 11595.0, 12238.0, 13127.0, 13793.0, 13203.0, 12550.0, 13695.0, 13384.0, 12502.0, 17328.0, 16485.0, 16939.0, 17029.0, 6255.0, 6766.0, 7027.0, ]
[4975.0, 3950.0, 2193.0, 2746.0, 2512.0, 1401.0, 583.0, 0.0, 2000.0, 2594.0, 3763.0, 3129.0, 3585.0, 3700.0, 4682.0, 4965.0, 5020.0, 5597.0, 4200.0, 3563.0, 5766.0, 6091.0, 6100.0, 7216.0, 6178.0, 6525.0, 7208.0, 7259.0, 6145.0, 5259.0, 4750.0, 6462.0, 7151.0, 7782.0, 6751.0, 6338.0, 6021.0, 7725.0, 8310.0, 9027.0, 9685.0, 8950.0, 8305.0, 9783.0, 9664.0, 9035.0, 11158.0, 10288.0, 11201.0, 11895.0, 12009.0, 10894.0, 10004.0, 9500.0, 11165.0, 11861.0, 12333.0, 11247.0, 10611.0, 10195.0, 11940.0, 12594.0, 13524.0, 14191.0, 13700.0, 13053.0, 14258.0, 13957.0, 13083.0, 17902.0, 16925.0, 17335.0, 17418.0, 5737.0, 6799.0, 7072.0, ]
[6248.0, 5393.0, 2700.0, 2789.0, 1624.0, 1364.0, 1860.0, 2000.0, 0.0, 700.0, 1843.0, 1615.0, 2595.0, 2968.0, 3200.0, 3276.0, 3054.0, 3607.0, 2864.0, 2460.0, 5769.0, 6452.0, 6886.0, 7152.0, 6037.0, 5464.0, 6082.0, 5816.0, 4739.0, 3946.0, 3371.0, 4750.0, 5450.0, 5883.0, 4816.0, 4341.0, 4022.0, 5727.0, 6320.0, 7100.0, 7764.0, 7447.0, 6866.0, 8975.0, 9095.0, 8754.0, 10411.0, 9430.0, 9876.0, 10551.0, 10495.0, 9390.0, 8533.0, 7991.0, 9500.0, 10200.0, 10533.0, 9429.0, 8723.0, 8286.0, 10024.0, 10690.0, 11689.0, 12356.0, 12159.0, 11548.0, 13150.0, 12997.0, 12287.0, 16927.0, 15179.0, 15489.0, 15559.0, 5858.0, 8618.0, 8875.0, ]
[6408.0, 5640.0, 2789.0, 2700.0, 1363.0, 1625.0, 2343.0, 2594.0, 700.0, 0.0, 1617.0, 1841.0, 2960.0, 3397.0, 3276.0, 3200.0, 2662.0, 3140.0, 2247.0, 1953.0, 5489.0, 6276.0, 6850.0, 6821.0, 5703.0, 4867.0, 5464.0, 5138.0, 4073.0, 3309.0, 2728.0, 4050.0, 4750.0, 5213.0, 4163.0, 3772.0, 3500.0, 5162.0, 5727.0, 6444.0, 7104.0, 6757.0, 6185.0, 8411.0, 8592.0, 8336.0, 9855.0, 8852.0, 9205.0, 9876.0, 9801.0, 8698.0, 7845.0, 7299.0, 8800.0, 9500.0, 9841.0, 8740.0, 8051.0, 7622.0, 9364.0, 10024.0, 11004.0, 11671.0, 11463.0, 10854.0, 12509.0, 12385.0, 11712.0, 16306.0, 14483.0, 14808.0, 14880.0, 6411.0, 9003.0, 9250.0, ]
