/*********************************************
 * OPL 22.1.0.0 Data
 * Author: lorenzosciandra
 * Creation Date: 21 May 2022 at 16:10:57
 *********************************************/
n=48;
Cost=[[0.0, 593.0, 409.0, 566.0, 633.0, 257.0, 91.0, 412.0, 378.0, 593.0, 150.0, 659.0, 80.0, 434.0, 455.0, 134.0, 649.0, 259.0, 505.0, 710.0, 488.0, 353.0, 324.0, 605.0, 372.0, 330.0, 581.0, 154.0, 70.0, 606.0, 585.0, 544.0, 496.0, 317.0, 648.0, 211.0, 475.0, 654.0, 710.0, 585.0, 246.0, 788.0, 446.0, 166.0, 523.0, 235.0, 369.0, 121.0, ]
[593.0, 0.0, 258.0, 331.0, 586.0, 602.0, 509.0, 627.0, 755.0, 416.0, 598.0, 488.0, 566.0, 893.0, 417.0, 583.0, 945.0, 364.0, 354.0, 117.0, 784.0, 641.0, 275.0, 287.0, 229.0, 484.0, 877.0, 460.0, 523.0, 183.0, 427.0, 840.0, 525.0, 289.0, 68.0, 660.0, 137.0, 151.0, 239.0, 135.0, 373.0, 208.0, 162.0, 437.0, 81.0, 371.0, 205.0, 570.0, ]
[409.0, 258.0, 0.0, 171.0, 723.0, 522.0, 325.0, 506.0, 634.0, 564.0, 414.0, 630.0, 382.0, 699.0, 433.0, 399.0, 824.0, 180.0, 110.0, 375.0, 663.0, 520.0, 91.0, 431.0, 39.0, 361.0, 756.0, 276.0, 339.0, 216.0, 563.0, 719.0, 595.0, 105.0, 316.0, 476.0, 295.0, 319.0, 487.0, 385.0, 183.0, 456.0, 111.0, 247.0, 188.0, 187.0, 289.0, 386.0, ]
[566.0, 331.0, 171.0, 0.0, 874.0, 679.0, 482.0, 663.0, 791.0, 721.0, 571.0, 787.0, 539.0, 856.0, 590.0, 566.0, 981.0, 337.0, 70.0, 354.0, 820.0, 677.0, 248.0, 588.0, 196.0, 518.0, 913.0, 433.0, 496.0, 147.0, 720.0, 876.0, 751.0, 262.0, 362.0, 633.0, 452.0, 266.0, 546.0, 458.0, 340.0, 488.0, 268.0, 404.0, 255.0, 344.0, 446.0, 543.0, ]
[633.0, 586.0, 723.0, 874.0, 0.0, 390.0, 598.0, 227.0, 397.0, 271.0, 488.0, 205.0, 572.0, 524.0, 313.0, 530.0, 446.0, 555.0, 819.0, 679.0, 289.0, 282.0, 638.0, 313.0, 686.0, 378.0, 370.0, 612.0, 569.0, 715.0, 179.0, 311.0, 147.0, 631.0, 584.0, 466.0, 437.0, 755.0, 616.0, 499.0, 745.0, 724.0, 624.0, 749.0, 596.0, 581.0, 537.0, 518.0, ]
[257.0, 602.0, 522.0, 679.0, 390.0, 0.0, 228.0, 169.0, 175.0, 445.0, 112.0, 511.0, 196.0, 231.0, 304.0, 154.0, 423.0, 272.0, 618.0, 693.0, 262.0, 110.0, 437.0, 445.0, 485.0, 119.0, 355.0, 298.0, 191.0, 719.0, 437.0, 318.0, 253.0, 430.0, 598.0, 74.0, 428.0, 767.0, 660.0, 535.0, 472.0, 738.0, 559.0, 435.0, 636.0, 348.0, 328.0, 142.0, ]
[91.0, 509.0, 325.0, 482.0, 598.0, 228.0, 0.0, 383.0, 349.0, 509.0, 120.0, 575.0, 77.0, 405.0, 371.0, 105.0, 620.0, 175.0, 421.0, 626.0, 459.0, 324.0, 240.0, 520.0, 288.0, 260.0, 552.0, 63.0, 27.0, 522.0, 501.0, 515.0, 468.0, 233.0, 564.0, 182.0, 391.0, 570.0, 626.0, 501.0, 237.0, 704.0, 362.0, 150.0, 439.0, 151.0, 286.0, 84.0, ]
[412.0, 627.0, 506.0, 663.0, 227.0, 169.0, 383.0, 0.0, 167.0, 293.0, 267.0, 304.0, 351.0, 303.0, 228.0, 309.0, 357.0, 338.0, 602.0, 720.0, 196.0, 61.0, 421.0, 470.0, 469.0, 150.0, 289.0, 453.0, 346.0, 703.0, 196.0, 252.0, 85.0, 414.0, 625.0, 243.0, 452.0, 751.0, 687.0, 562.0, 528.0, 765.0, 543.0, 590.0, 620.0, 364.0, 355.0, 297.0, ]
[378.0, 755.0, 634.0, 791.0, 397.0, 175.0, 349.0, 167.0, 0.0, 429.0, 233.0, 470.0, 317.0, 138.0, 394.0, 275.0, 280.0, 466.0, 730.0, 848.0, 119.0, 125.0, 549.0, 598.0, 597.0, 278.0, 212.0, 419.0, 312.0, 831.0, 362.0, 175.0, 251.0, 542.0, 753.0, 171.0, 580.0, 879.0, 815.0, 690.0, 656.0, 893.0, 671.0, 556.0, 648.0, 469.0, 483.0, 263.0, ]
[593.0, 416.0, 564.0, 721.0, 271.0, 445.0, 509.0, 293.0, 429.0, 0.0, 541.0, 76.0, 563.0, 595.0, 158.0, 575.0, 649.0, 403.0, 660.0, 533.0, 488.0, 353.0, 486.0, 143.0, 511.0, 323.0, 581.0, 460.0, 516.0, 549.0, 80.0, 508.0, 208.0, 479.0, 418.0, 489.0, 271.0, 561.0, 443.0, 333.0, 593.0, 558.0, 458.0, 597.0, 430.0, 429.0, 371.0, 570.0, ]
[150.0, 598.0, 414.0, 571.0, 488.0, 112.0, 120.0, 267.0, 233.0, 541.0, 0.0, 607.0, 63.0, 289.0, 399.0, 34.0, 504.0, 264.0, 509.0, 715.0, 343.0, 208.0, 329.0, 610.0, 397.0, 174.0, 436.0, 190.0, 83.0, 611.0, 532.0, 399.0, 351.0, 332.0, 653.0, 66.0, 480.0, 659.0, 715.0, 590.0, 364.0, 793.0, 451.0, 402.0, 528.0, 240.0, 375.0, 35.0, ]
