/*********************************************
 * OPL 22.1.0.0 Data
 * Author: lorenzosciandra
 * Creation Date: 21 May 2022 at 11:38:21
 *********************************************/
n=48;
Cost=[[0.0, 1495.0, 381.0, 2012.0, 1157.0, 990.0, 764.0, 178.0, 147.0, 1788.0, 542.0, 508.0, 749.0, 696.0, 408.0, 318.0, 1213.0, 714.0, 1082.0, 717.0, 935.0, 228.0, 538.0, 1670.0, 816.0, 1922.0, 1096.0, 840.0, 1147.0, 986.0, 498.0, 1250.0, 553.0, 678.0, 2136.0, 754.0, 1046.0, 326.0, 1117.0, 261.0, 692.0, 1525.0, 1104.0, 616.0, 2162.0, 488.0, 753.0, 1184.0, ]
[1495.0, 0.0, 1135.0, 637.0, 583.0, 2207.0, 2056.0, 1641.0, 1590.0, 736.0, 1312.0, 1494.0, 1150.0, 988.0, 1552.0, 1243.0, 2360.0, 2004.0, 2291.0, 1615.0, 1279.0, 1272.0, 1163.0, 906.0, 983.0, 585.0, 2269.0, 2097.0, 381.0, 2155.0, 1898.0, 1091.0, 1661.0, 840.0, 988.0, 1984.0, 2272.0, 1778.0, 976.0, 1443.0, 872.0, 504.0, 2223.0, 1957.0, 1098.0, 1727.0, 1388.0, 661.0, ]
[381.0, 1135.0, 0.0, 1633.0, 778.0, 1163.0, 971.0, 551.0, 457.0, 1412.0, 375.0, 481.0, 474.0, 349.0, 475.0, 301.0, 1359.0, 918.0, 1255.0, 686.0, 699.0, 207.0, 262.0, 1308.0, 480.0, 1541.0, 1251.0, 1029.0, 774.0, 1133.0, 772.0, 936.0, 622.0, 301.0, 1760.0, 922.0, 1227.0, 644.0, 785.0, 325.0, 442.0, 1144.0, 1231.0, 850.0, 1790.0, 640.0, 591.0, 810.0, ]
[2012.0, 637.0, 1633.0, 0.0, 886.0, 2550.0, 2444.0, 2175.0, 2081.0, 444.0, 1697.0, 1881.0, 1480.0, 1385.0, 1969.0, 1806.0, 2662.0, 2397.0, 2624.0, 1941.0, 1519.0, 1805.0, 1576.0, 735.0, 1321.0, 102.0, 2589.0, 2467.0, 879.0, 2485.0, 2343.0, 1190.0, 2044.0, 1336.0, 451.0, 2357.0, 2613.0, 2255.0, 1161.0, 1901.0, 1467.0, 532.0, 2526.0, 2373.0, 594.0, 2138.0, 1695.0, 900.0, ]
[1157.0, 583.0, 778.0, 886.0, 0.0, 1686.0, 1565.0, 1329.0, 1210.0, 636.0, 814.0, 999.0, 609.0, 500.0, 1084.0, 1006.0, 1818.0, 1516.0, 1764.0, 1078.0, 703.0, 970.0, 691.0, 588.0, 443.0, 788.0, 1735.0, 1592.0, 283.0, 1626.0, 1458.0, 528.0, 1163.0, 503.0, 985.0, 1481.0, 1750.0, 1377.0, 396.0, 1021.0, 768.0, 370.0, 1680.0, 1489.0, 1025.0, 1253.0, 839.0, 97.0, ]
[990.0, 2207.0, 1163.0, 2550.0, 1686.0, 0.0, 235.0, 1015.0, 845.0, 2191.0, 895.0, 717.0, 1078.0, 1219.0, 689.0, 1289.0, 230.0, 279.0, 93.0, 611.0, 1047.0, 1162.0, 1049.0, 1961.0, 1244.0, 2450.0, 116.0, 153.0, 1826.0, 83.0, 525.0, 1428.0, 553.0, 1401.0, 2502.0, 244.0, 66.0, 704.0, 1403.0, 848.0, 1598.0, 2019.0, 174.0, 387.0, 2468.0, 528.0, 856.0, 1654.0, ]
[764.0, 2056.0, 971.0, 2444.0, 1565.0, 235.0, 0.0, 781.0, 618.0, 2111.0, 753.0, 568.0, 965.0, 1077.0, 507.0, 1070.0, 465.0, 54.0, 323.0, 532.0, 984.0, 947.0, 894.0, 1901.0, 1123.0, 2344.0, 349.0, 85.0, 1676.0, 260.0, 290.0, 1375.0, 402.0, 1231.0, 2435.0, 105.0, 285.0, 469.0, 1324.0, 648.0, 1396.0, 1914.0, 386.0, 153.0, 2415.0, 334.0, 769.0, 1545.0, ]
[178.0, 1641.0, 551.0, 2175.0, 1329.0, 1015.0, 781.0, 0.0, 228.0, 1962.0, 709.0, 649.0, 924.0, 874.0, 534.0, 413.0, 1244.0, 737.0, 1103.0, 844.0, 1103.0, 372.0, 715.0, 1847.0, 994.0, 2086.0, 1127.0, 863.0, 1303.0, 1025.0, 493.0, 1426.0, 659.0, 841.0, 2310.0, 795.0, 1064.0, 312.0, 1294.0, 418.0, 805.0, 1695.0, 1149.0, 629.0, 2338.0, 565.0, 911.0, 1359.0, ]
[147.0, 1590.0, 457.0, 2081.0, 1210.0, 845.0, 618.0, 228.0, 0.0, 1831.0, 507.0, 425.0, 737.0, 725.0, 307.0, 459.0, 1068.0, 568.0, 936.0, 617.0, 897.0, 352.0, 546.0, 1691.0, 831.0, 1988.0, 951.0, 694.0, 1230.0, 842.0, 355.0, 1240.0, 434.0, 757.0, 2177.0, 610.0, 900.0, 194.0, 1121.0, 214.0, 819.0, 1579.0, 961.0, 470.0, 2193.0, 352.0, 695.0, 1226.0, ]
[1788.0, 736.0, 1412.0, 444.0, 636.0, 2191.0, 2111.0, 1962.0, 1831.0, 0.0, 1389.0, 1565.0, 1154.0, 1107.0, 1668.0, 1639.0, 2282.0, 2067.0, 2258.0, 1588.0, 1145.0, 1606.0, 1294.0, 292.0, 1015.0, 358.0, 2218.0, 2123.0, 771.0, 2121.0, 2049.0, 783.0, 1718.0, 1138.0, 349.0, 2017.0, 2252.0, 1987.0, 790.0, 1632.0, 1366.0, 297.0, 2149.0, 2058.0, 401.0, 1826.0, 1344.0, 606.0, ]
