/*********************************************
 * OPL 22.1.0.0 Data
 * Author: lorenzosciandra
 * Creation Date: 21 May 2022 at 11:47:04
 *********************************************/
n=52;
Cost=[[0.0, 666.0, 281.0, 396.0, 291.0, 326.0, 641.0, 427.0, 600.0, 561.0, 1041.0, 655.0, 975.0, 1121.0, 299.0, 260.0, 430.0, 162.0, 305.0, 210.0, 287.0, 46.0, 181.0, 275.0, 410.0, 729.0, 799.0, 707.0, 406.0, 360.0, 146.0, 91.0, 827.0, 135.0, 122.0, 125.0, 208.0, 240.0, 166.0, 209.0, 395.0, 566.0, 464.0, 154.0, 240.0, 280.0, 791.0, 267.0, 64.0, 217.0, 789.0, 1220.0, ]
[666.0, 0.0, 649.0, 1047.0, 945.0, 978.0, 45.0, 956.0, 1135.0, 1133.0, 1639.0, 1259.0, 1440.0, 1516.0, 958.0, 724.0, 495.0, 595.0, 843.0, 564.0, 392.0, 636.0, 510.0, 922.0, 1029.0, 1192.0, 1302.0, 1244.0, 635.0, 390.0, 541.0, 730.0, 1489.0, 782.0, 777.0, 785.0, 858.0, 897.0, 828.0, 870.0, 896.0, 103.0, 1124.0, 745.0, 823.0, 859.0, 1151.0, 910.0, 728.0, 596.0, 1422.0, 1716.0, ]
[281.0, 649.0, 0.0, 604.0, 509.0, 543.0, 611.0, 308.0, 486.0, 487.0, 1267.0, 891.0, 1248.0, 1400.0, 505.0, 537.0, 217.0, 135.0, 207.0, 441.0, 289.0, 241.0, 361.0, 506.0, 653.0, 1006.0, 1068.0, 970.0, 651.0, 504.0, 209.0, 245.0, 903.0, 394.0, 374.0, 368.0, 447.0, 462.0, 392.0, 427.0, 247.0, 550.0, 557.0, 434.0, 220.0, 553.0, 1072.0, 505.0, 288.0, 463.0, 995.0, 1484.0, ]
[396.0, 1047.0, 604.0, 0.0, 104.0, 70.0, 1026.0, 525.0, 611.0, 534.0, 663.0, 294.0, 711.0, 897.0, 100.0, 384.0, 800.0, 532.0, 475.0, 501.0, 681.0, 437.0, 538.0, 125.0, 109.0, 516.0, 527.0, 417.0, 580.0, 690.0, 541.0, 371.0, 517.0, 267.0, 275.0, 271.0, 190.0, 155.0, 230.0, 188.0, 545.0, 950.0, 245.0, 307.0, 411.0, 231.0, 660.0, 137.0, 345.0, 478.0, 397.0, 909.0, ]
[291.0, 945.0, 509.0, 104.0, 0.0, 35.0, 924.0, 471.0, 584.0, 513.0, 761.0, 382.0, 769.0, 944.0, 25.0, 309.0, 700.0, 430.0, 401.0, 407.0, 577.0, 332.0, 437.0, 32.0, 150.0, 552.0, 584.0, 479.0, 510.0, 594.0, 437.0, 270.0, 590.0, 163.0, 171.0, 166.0, 87.0, 51.0, 127.0, 85.0, 480.0, 848.0, 267.0, 212.0, 331.0, 171.0, 674.0, 47.0, 242.0, 387.0, 500.0, 984.0, ]
[326.0, 978.0, 543.0, 70.0, 35.0, 0.0, 957.0, 492.0, 596.0, 523.0, 726.0, 349.0, 744.0, 923.0, 40.0, 329.0, 735.0, 466.0, 428.0, 435.0, 612.0, 368.0, 469.0, 57.0, 124.0, 533.0, 559.0, 452.0, 528.0, 624.0, 472.0, 305.0, 568.0, 197.0, 206.0, 201.0, 121.0, 86.0, 162.0, 120.0, 504.0, 881.0, 260.0, 241.0, 360.0, 182.0, 662.0, 71.0, 277.0, 414.0, 465.0, 955.0, ]
[641.0, 45.0, 611.0, 1026.0, 924.0, 957.0, 0.0, 918.0, 1096.0, 1096.0, 1627.0, 1245.0, 1440.0, 1522.0, 935.0, 714.0, 451.0, 562.0, 807.0, 552.0, 362.0, 609.0, 491.0, 901.0, 1012.0, 1190.0, 1298.0, 1237.0, 637.0, 386.0, 512.0, 701.0, 1460.0, 760.0, 754.0, 762.0, 836.0, 875.0, 804.0, 847.0, 858.0, 76.0, 1095.0, 727.0, 789.0, 844.0, 1157.0, 890.0, 702.0, 585.0, 1405.0, 1715.0, ]
[427.0, 956.0, 308.0, 525.0, 471.0, 492.0, 918.0, 0.0, 183.0, 180.0, 1145.0, 812.0, 1234.0, 1414.0, 453.0, 661.0, 507.0, 381.0, 126.0, 636.0, 580.0, 415.0, 587.0, 487.0, 616.0, 1023.0, 1049.0, 941.0, 831.0, 759.0, 457.0, 339.0, 645.0, 455.0, 435.0, 422.0, 461.0, 446.0, 414.0, 422.0, 64.0, 856.0, 359.0, 530.0, 187.0, 599.0, 1136.0, 495.0, 383.0, 644.0, 860.0, 1430.0, ]
[600.0, 1135.0, 486.0, 611.0, 584.0, 596.0, 1096.0, 183.0, 0.0, 83.0, 1166.0, 874.0, 1317.0, 1507.0, 561.0, 818.0, 670.0, 565.0, 308.0, 810.0, 763.0, 593.0, 767.0, 606.0, 714.0, 1126.0, 1135.0, 1024.0, 998.0, 940.0, 640.0, 510.0, 570.0, 607.0, 589.0, 575.0, 596.0, 572.0, 558.0, 555.0, 239.0, 1036.0, 390.0, 686.0, 361.0, 734.0, 1257.0, 618.0, 551.0, 815.0, 883.0, 1487.0, ]
[561.0, 1133.0, 487.0, 534.0, 513.0, 523.0, 1096.0, 180.0, 83.0, 0.0, 1083.0, 792.0, 1237.0, 1428.0, 490.0, 764.0, 686.0, 548.0, 291.0, 770.0, 751.0, 560.0, 735.0, 538.0, 639.0, 1050.0, 1055.0, 945.0, 950.0, 912.0, 619.0, 471.0, 501.0, 552.0, 536.0, 521.0, 534.0, 506.0, 500.0, 492.0, 244.0, 1032.0, 308.0, 632.0, 329.0, 670.0, 1185.0, 550.0, 507.0, 772.0, 800.0, 1404.0, ]
[1041.0, 1639.0, 1267.0, 663.0, 761.0, 726.0, 1627.0, 1145.0, 1166.0, 1083.0, 0.0, 387.0, 443.0, 620.0, 762.0, 915.0, 1461.0, 1190.0, 1124.0, 1076.0, 1314.0, 1086.0, 1144.0, 770.0, 631.0, 541.0, 417.0, 418.0, 1042.0, 1251.0, 1187.0, 1031.0, 706.0, 906.0, 920.0, 920.0, 835.0, 810.0, 885.0, 846.0, 1180.0, 1552.0, 789.0, 913.0, 1068.0, 787.0, 705.0, 775.0, 1000.0, 1043.0, 285.0, 399.0, ]
[655.0, 1259.0, 891.0, 294.0, 382.0, 349.0, 1245.0, 812.0, 874.0, 792.0, 387.0, 0.0, 452.0, 653.0, 388.0, 538.0, 1078.0, 807.0, 769.0, 694.0, 927.0, 700.0, 758.0, 388.0, 245.0, 335.0, 283.0, 182.0, 688.0, 875.0, 800.0, 651.0, 584.0, 520.0, 535.0, 536.0, 451.0, 430.0, 503.0, 465.0, 836.0, 1170.0, 484.0, 526.0, 705.0, 401.0, 517.0, 391.0, 617.0, 663.0, 188.0, 619.0, ]
[975.0, 1440.0, 1248.0, 711.0, 769.0, 744.0, 1440.0, 1234.0, 1317.0, 1237.0, 443.0, 452.0, 0.0, 206.0, 784.0, 759.0, 1400.0, 1137.0, 1169.0, 920.0, 1195.0, 1020.0, 1008.0, 760.0, 620.0, 254.0, 185.0, 294.0, 805.0, 1056.0, 1104.0, 1004.0, 1010.0, 854.0, 874.0, 881.0, 807.0, 804.0, 863.0, 836.0, 1248.0, 1371.0, 931.0, 822.0, 1098.0, 696.0, 324.0, 756.0, 959.0, 885.0, 540.0, 279.0, ]
[1121.0, 1516.0, 1400.0, 897.0, 944.0, 923.0, 1522.0, 1414.0, 1507.0, 1428.0, 620.0, 653.0, 206.0, 0.0, 962.0, 884.0, 1534.0, 1281.0, 1341.0, 1035.0, 1313.0, 1165.0, 1127.0, 931.0, 799.0, 396.0, 374.0, 484.0, 887.0, 1146.0, 1239.0, 1161.0, 1216.0, 1010.0, 1031.0, 1039.0, 971.0, 975.0, 1026.0, 1004.0, 1423.0, 1457.0, 1125.0, 966.0, 1268.0, 849.0, 365.0, 925.0, 1114.0, 1000.0, 745.0, 319.0, ]
[299.0, 958.0, 505.0, 100.0, 25.0, 40.0, 935.0, 453.0, 561.0, 490.0, 762.0, 388.0, 784.0, 962.0, 0.0, 332.0, 700.0, 432.0, 388.0, 425.0, 586.0, 339.0, 451.0, 56.0, 164.0, 571.0, 599.0, 492.0, 533.0, 612.0, 443.0, 270.0, 569.0, 176.0, 181.0, 175.0, 103.0, 61.0, 133.0, 90.0, 464.0, 860.0, 242.0, 231.0, 320.0, 196.0, 696.0, 72.0, 246.0, 406.0, 497.0, 995.0, ]
[260.0, 724.0, 537.0, 384.0, 309.0, 329.0, 714.0, 661.0, 818.0, 764.0, 915.0, 538.0, 759.0, 884.0, 332.0, 0.0, 651.0, 408.0, 549.0, 165.0, 435.0, 297.0, 249.0, 278.0, 326.0, 506.0, 598.0, 526.0, 201.0, 337.0, 357.0, 331.0, 897.0, 211.0, 229.0, 243.0, 244.0, 284.0, 265.0, 282.0, 641.0, 640.0, 570.0, 132.0, 476.0, 156.0, 539.0, 262.0, 282.0, 130.0, 710.0, 1023.0, ]
[430.0, 495.0, 217.0, 800.0, 700.0, 735.0, 451.0, 507.0, 670.0, 686.0, 1461.0, 1078.0, 1400.0, 1534.0, 700.0, 651.0, 0.0, 272.0, 421.0, 512.0, 253.0, 383.0, 418.0, 691.0, 834.0, 1149.0, 1226.0, 1136.0, 707.0, 492.0, 296.0, 430.0, 1120.0, 561.0, 545.0, 543.0, 627.0, 650.0, 576.0, 615.0, 443.0, 408.0, 773.0, 579.0, 437.0, 708.0, 1188.0, 687.0, 462.0, 544.0, 1197.0, 1649.0, ]
[162.0, 595.0, 135.0, 532.0, 430.0, 466.0, 562.0, 381.0, 565.0, 548.0, 1190.0, 807.0, 1137.0, 1281.0, 432.0, 408.0, 272.0, 0.0, 258.0, 306.0, 205.0, 116.0, 229.0, 420.0, 563.0, 890.0, 960.0, 867.0, 517.0, 385.0, 80.0, 163.0, 903.0, 290.0, 273.0, 271.0, 356.0, 380.0, 305.0, 345.0, 330.0, 493.0, 541.0, 315.0, 228.0, 441.0, 946.0, 416.0, 190.0, 329.0, 929.0, 1381.0, ]
[305.0, 843.0, 207.0, 475.0, 401.0, 428.0, 807.0, 126.0, 308.0, 291.0, 1124.0, 769.0, 1169.0, 1341.0, 388.0, 549.0, 421.0, 258.0, 0.0, 512.0, 461.0, 290.0, 461.0, 410.0, 551.0, 945.0, 985.0, 879.0, 711.0, 633.0, 332.0, 220.0, 701.0, 351.0, 330.0, 318.0, 371.0, 366.0, 319.0, 336.0, 92.0, 742.0, 368.0, 420.0, 75.0, 504.0, 1045.0, 415.0, 267.0, 522.0, 843.0, 1382.0, ]
[210.0, 564.0, 441.0, 501.0, 407.0, 435.0, 552.0, 636.0, 810.0, 770.0, 1076.0, 694.0, 920.0, 1035.0, 425.0, 165.0, 512.0, 306.0, 512.0, 0.0, 279.0, 224.0, 94.0, 378.0, 467.0, 666.0, 762.0, 691.0, 210.0, 189.0, 236.0, 300.0, 990.0, 257.0, 262.0, 275.0, 323.0, 366.0, 314.0, 348.0, 601.0, 477.0, 638.0, 194.0, 450.0, 295.0, 680.0, 365.0, 264.0, 35.0, 859.0, 1186.0, ]
