Time,Hybrid,Classic
1.0450302380523682,0.0,1.0
1.610531287063579,0.0,1.0
1.6523734935455263,0.0,1.0
1.6646598673706368,0.0,1.0
1.6671356988525243,0.0,1.0
1.6701328402862485,0.0,1.0
1.6725733231812077,0.0,1.0
1.675157260726935,0.0,1.0
1.6753722280121037,0.0,1.0
1.6757768704986007,0.0,1.0
1.6770172039184736,0.0,1.0
1.6787228999938857,0.0,1.0
1.6798726433105013,0.0,1.0
1.6803370573424905,0.0,1.0
1.6803724843749481,0.0,1.0
1.6819647722320337,0.0,1.0
1.682243011276286,0.0,1.0
1.682386395965599,0.0,1.0
1.6832338416596027,0.0,1.0
1.6839596324920416,0.0,1.0
1.6845543722228875,0.0,1.0
1.6853012982178261,0.0,1.0
1.6861471633301102,0.0,1.0
1.688115402709961,0.0,1.0
1.6885958578338858,0.0,1.0
1.6890778676757436,0.0,1.0
1.6903222764892156,0.0,1.0
1.6903607232055446,0.0,1.0
1.6909075777740956,0.0,1.0
1.691585283172587,0.0,1.0
1.6918156291962032,0.0,1.0
1.6931947394866944,0.0,1.0
1.6946786408691301,0.0,1.0
1.6949993842925812,0.0,1.0
1.695163674011281,0.0,1.0
1.6952203608856649,0.0,1.0
1.6964524286498852,0.0,1.0
1.696501647094714,0.0,1.0
1.7010078565673497,0.0,1.0
1.7016525049285416,0.0,1.0
1.7019390976256898,0.0,1.0
1.7020962662505947,0.0,1.0
1.7027959457702972,0.0,1.0
1.7041890295715583,0.0,1.0
1.7042226773376195,0.0,1.0
1.7043196161803946,0.0,1.0
1.7047578226470979,0.0,1.0
1.7057534416961597,0.0,1.0
1.7089616252594093,0.0,1.0
1.7096232640533504,0.0,1.0
1.7096656083679331,0.0,1.0
1.7096731362914839,0.0,1.0
1.7111747900390566,0.0,1.0
1.7118451532592447,0.0,1.0
1.7120278081512097,0.0,1.0
1.7123277674560256,0.0,1.0
1.7135275844421891,0.0,1.0
1.714295293869033,0.0,1.0
1.7145207525176482,0.0,1.0
1.7147875528106502,0.0,1.0
1.715359546447798,0.0,1.0
1.715667897155729,0.0,1.0
1.7163010331878334,0.0,1.0
1.7164626833191086,0.0,1.0
1.7176537953643887,0.0,1.0
1.7189792785187281,0.0,1.0
1.7201997719878792,0.0,1.0
1.7210038131255683,0.0,1.0
1.7213962971343524,0.0,1.0
1.721863114105191,0.0,1.0
1.7219489958191467,0.0,1.0
1.7220385160522906,0.0,1.0
1.7221586573181404,0.0,1.0
1.7224943952484197,0.0,1.0
1.7228388786316373,0.0,1.0
1.7236664045868246,0.0,1.0
1.72383622761533,0.0,1.0
1.7240490369109642,0.0,1.0
1.7241174054564878,0.0,1.0
1.724843525558435,0.0,1.0
1.725098653213541,0.0,1.0
1.726662914215114,0.0,1.0
1.72717751748654,0.0,1.0
1.7279335890808494,0.0,1.0
1.7292707652283237,0.0,1.0
1.730570739776661,0.0,1.0
1.7311675727844058,0.0,1.0
1.7332104984131425,0.0,1.0
1.7343163849640448,0.0,1.0
1.7344098079375976,0.0,1.0
1.734831943511916,0.0,1.0
1.7354587646941635,0.0,1.0
1.7354767486114393,0.0,1.0
1.7363491511078044,0.0,1.0
1.7370122738800127,0.0,1.0
1.7375409833221431,0.0,1.0
1.737630965866073,0.0,1.0
1.7376845122376052,0.0,1.0
1.738044522293046,0.0,1.0
1.7380970122833512,0.0,1.0
1.7387280681610373,0.0,1.0
1.7387593697509636,0.0,1.0
1.739425882049616,0.0,1.0
1.74034701037601,0.0,1.0
1.7403859539794482,0.0,1.0
1.7410674028777686,0.0,1.0
1.7412864818572895,0.0,1.0
1.7415114199524055,0.0,1.0
1.7416315070495905,0.0,1.0
1.7417580358734335,0.0,1.0
1.7421139024505268,0.0,1.0
1.7426235175628175,0.0,1.0
1.7427297742767076,0.0,1.0
1.7455517701111365,0.0,1.0
1.746353591171233,0.0,1.0
1.7468415460663231,0.0,1.0
1.747164155883812,0.0,1.0
1.7481515981139928,0.0,1.0
1.7488705325165301,0.0,1.0
1.7494861405486997,0.0,1.0
1.7497827107544368,0.0,1.0
1.7503356289519905,0.0,1.0
1.7504063355102975,0.0,1.0
1.7508341482238865,0.0,1.0
1.7509286129455464,0.0,1.0
1.7516622280425804,0.0,1.0
1.7527644022979765,0.0,1.0
1.7531698882445723,0.0,1.0
1.753255843673703,0.0,1.0
1.7535257916412403,0.0,1.0
1.7536359945220494,0.0,1.0
1.7542068390960626,0.0,1.0
1.7543006435699833,0.0,1.0
1.7545777722321045,0.0,1.0
1.7547356081695418,0.0,1.0
