Time,Hybrid,Classic
0.17456941589355468,0.0,1.0
0.17682518672180175,0.0,1.0
0.17715751626586915,0.0,1.0
0.17897273588562013,0.0,1.0
0.18129703228759766,0.0,1.0
0.18155484184265136,0.0,1.0
0.18321697077941895,0.0,1.0
0.18388454280090333,0.0,1.0
0.18403601766967775,0.0,1.0
0.18530231185913085,0.0,1.0
0.18541647482299806,0.0,1.0
0.18566886744689942,0.0,1.0
0.18608407958984374,0.0,1.0
0.18697568600463865,0.0,1.0
0.1877235124359131,0.0,1.0
0.1880149062652588,0.0,1.0
0.18818226252746584,0.0,1.0
0.18866648387145996,0.0,1.0
0.2045437974243164,0.0,1.0
0.20760549969482422,0.0,1.0
0.24388760539245605,0.0,1.0
0.24668487113952636,0.0,1.0
0.24707814456176758,0.0,1.0
0.2471596941833496,0.0,1.0
0.2829090714416504,0.0,1.0
0.2832828140106201,0.0,1.0
0.2844811128540039,0.0,1.0
0.28553476846313475,0.0,1.0
0.28929837745666503,0.0,1.0
0.30251660258483887,0.0,1.0
0.30280884809875486,0.0,1.0
0.3056029328918457,0.0,1.0
0.3170595799713135,0.0,1.0
0.3201603054962158,0.0,1.0
0.32025364134216305,0.0,1.0
0.32113920780944827,0.0,1.0
0.32262558874511715,0.0,1.0
0.3230119811859131,0.0,1.0
0.3232663436737061,0.0,1.0
0.32414151470947267,0.0,1.0
0.32417548864746093,0.0,1.0
0.34017203562927245,0.0,1.0
0.3418553305511475,0.0,1.0
0.35467742955017106,0.0,1.0
0.35895154505920407,0.0,1.0
0.3592615550079346,0.0,1.0
0.36153448608398436,0.0,1.0
0.36155395054626466,0.0,1.0
0.36441926135253905,0.0,1.0
0.3751157756042481,0.0,1.0
0.38457494221496585,0.0,1.0
0.398020105392456,0.0,1.0
0.3988979885253906,0.0,1.0
0.4025317336883545,0.0,1.0
0.40949281362915035,0.0,1.0
0.41277852383422853,0.0,1.0
0.41604185986328157,0.0,1.0
0.4179838162536621,0.0,1.0
0.41936331889343265,0.0,1.0
0.4346695976867676,0.0,1.0
0.43530883697509765,0.0,1.0
0.4361994857940674,0.0,1.0
0.436843051940918,0.0,1.0
0.4371076987457275,0.0,1.0
0.43946213616943364,0.0,1.0
0.45778870797729493,0.0,1.0
0.45804314906311033,0.0,1.0
0.4592438648071289,0.0,1.0
0.4662567079772949,0.0,1.0
0.47204038204956056,0.0,1.0
0.4746241590576172,0.0,1.0
0.47677856390380857,0.0,1.0
0.4770350916290283,0.0,1.0
0.4801791812744141,0.0,1.0
0.48097528935241696,0.0,1.0
0.4873663126983643,0.0,1.0
0.49297150720214844,0.0,1.0
0.4947586082000732,0.0,1.0
0.49968689453125004,0.0,1.0
0.5018961375122071,0.0,1.0
0.508909137802124,0.0,1.0
0.5116006078796387,0.0,1.0
0.5127194051361084,0.0,1.0
0.512781850036621,0.0,1.0
0.5150539392089843,0.0,1.0
0.5213304188995362,0.0,1.0
0.5349408820648194,0.0,1.0
0.536039670791626,0.0,1.0
0.537180680557251,0.0,1.0
0.5418719050598144,0.0,1.0
0.5421515141754151,0.0,1.0
0.5528853927001953,0.0,1.0
0.5538627890014649,0.0,1.0
0.5543666394653319,0.0,1.0
0.5544129837951661,0.0,1.0
0.5609324693603516,0.0,1.0
0.5790957791137694,0.0,1.0
0.5807475900268555,0.0,1.0
0.588259788848877,0.0,1.0
0.5955978278656006,0.0,1.0
0.6239541715240479,0.0,1.0
0.6254787369537353,0.0,1.0
0.6499978166503906,0.0,1.0
0.6520559027252197,0.0,1.0
0.6569674971923828,0.0,1.0
